AGE	GENDER	GROUP_SIZE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	WAIST_T1	HEIGHT_T1	BMI_T2	WEIGHT_T2	HIP_T2	WAIST_T2	HEIGHT_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
50	1	15	40,75	44,49	26,59	90,35	99,50	95,43	184,23	26,66	90,45	99,84	95,48	184,12	27,01	23,32	92,45	95,37	7,83	7,49	76,97	77,93	70,50	66,92	95,88	96,99	128,60	130,02	5,07	5,23	5,10	5,21	5,14	8,63	6,07	25,58	1,57	2,33	21,71	2,45	643,94	3419,22	229,56	1347,33	 	2,57	28,88	1,65	3,97	3,08	30,35	18,70	18,67	21,99	24,16	29,92	16,96	28,41	0,94	2,45	0,62	2,19	2009,40	-0,52	1,43	1,59
50	2	15	40,75	44,49	25,95	75,33	100,45	86,26	170,39	26,23	76,15	101,72	86,36	170,41	22,91	19,83	80,47	86,49	9,68	13,11	71,50	71,82	72,28	69,01	89,54	90,89	118,92	121,94	5,26	4,80	4,79	4,84	4,88	9,97	4,34	19,29	1,26	1,89	24,42	3,10	414,10	2167,04	243,42	1313,62	1,95	3,03	36,72	3,77	8,44	7,01	29,64	18,89	20,30	22,66	21,41	28,99	18,65	28,31	1,07	3,05	0,78	2,62	2009,41	-0,58	2,08	2,33
51	1	15	41,69	45,52	26,60	89,84	99,47	95,54	183,73	26,74	90,07	99,73	95,84	183,50	26,17	23,94	92,49	93,23	7,39	9,80	76,90	77,86	70,51	66,96	95,94	96,95	128,71	129,98	5,01	5,21	5,12	5,21	5,15	9,56	6,53	25,28	2,00	2,97	22,02	2,55	616,33	3275,76	246,53	1426,71	 	3,08	27,22	2,03	4,25	3,20	30,35	18,75	18,51	21,97	23,96	29,89	16,87	28,61	0,94	2,44	0,67	2,21	2009,33	-0,53	1,21	1,79
51	2	15	41,70	45,50	25,93	75,31	100,26	86,23	170,41	26,00	75,40	101,09	86,02	170,28	23,94	20,94	80,19	86,70	10,24	12,66	71,78	71,76	72,30	69,58	89,86	90,89	119,23	121,87	5,97	4,83	4,82	4,89	4,87	9,31	4,72	20,29	1,10	1,69	24,24	3,04	429,36	2234,85	242,89	1302,52	1,95	2,84	33,83	4,40	8,59	7,44	29,61	19,05	20,28	22,63	21,24	29,13	18,68	28,17	1,07	2,99	0,83	2,48	2009,38	-0,51	2,43	2,39
52	1	15	42,70	46,54	26,77	90,52	99,68	96,04	183,85	26,87	90,80	99,94	96,46	183,76	29,09	28,18	91,63	93,42	8,37	10,34	77,54	78,80	70,33	68,20	96,59	98,03	129,46	131,28	5,96	5,24	5,16	5,22	5,22	8,90	6,52	23,76	2,34	3,38	22,01	2,52	666,90	3533,32	255,56	1476,63	 	3,42	28,12	2,07	3,54	4,33	30,19	18,80	18,72	21,96	23,75	29,90	17,03	28,61	0,99	2,46	0,69	2,18	2009,33	-0,51	1,26	2,03
52	2	15	42,69	46,44	26,08	75,57	100,69	86,69	170,23	26,19	75,84	101,56	86,51	170,21	25,19	22,14	80,25	85,70	10,47	11,28	72,17	71,99	72,40	69,65	90,39	91,45	120,16	122,97	7,30	4,86	4,85	4,92	4,91	9,25	4,92	20,11	1,71	2,44	24,46	3,09	420,12	2190,29	249,03	1334,85	1,99	3,68	34,79	4,06	7,44	6,42	29,36	18,82	20,51	22,47	20,94	28,93	18,88	28,29	1,09	3,00	0,79	2,50	2009,34	-0,54	2,09	2,57
53	1	15	43,74	47,51	26,69	89,93	99,29	95,87	183,54	26,73	90,10	99,53	96,01	183,59	27,07	25,80	90,25	93,04	7,96	10,27	77,86	78,96	69,98	67,20	96,67	98,00	129,20	131,02	7,89	5,29	5,13	5,28	5,16	8,34	6,54	23,50	1,66	2,63	22,06	2,55	613,26	3275,12	252,08	1469,20	 	3,66	28,34	2,19	2,87	3,33	30,13	18,76	18,59	21,82	23,62	29,93	17,14	28,64	1,00	2,46	0,72	2,19	2009,37	-0,49	1,58	1,86
53	2	15	43,75	47,46	26,11	75,57	100,58	87,03	170,16	26,16	75,83	101,35	87,02	170,25	24,68	22,11	80,06	87,32	10,29	12,66	72,46	72,10	72,30	69,31	90,73	91,62	120,67	123,24	8,07	4,92	4,86	5,02	4,90	10,20	5,22	18,79	1,39	2,25	24,65	3,15	415,57	2163,85	248,11	1326,54	2,02	4,62	34,53	3,47	9,05	6,08	29,44	18,61	20,17	22,35	21,05	29,15	18,65	28,27	1,15	2,88	0,80	2,44	2009,39	-0,55	2,04	2,47
54	1	15	44,74	48,53	26,79	90,43	99,53	96,41	183,67	26,82	90,36	99,64	96,52	183,54	30,33	28,16	91,07	92,27	9,55	10,82	78,20	79,01	70,24	67,55	97,06	98,03	129,70	131,05	8,34	5,30	5,22	5,24	5,29	7,11	6,74	22,68	3,06	4,31	22,21	2,57	633,00	3339,45	245,30	1400,93	 	4,06	28,26	2,68	4,24	3,85	30,02	18,90	18,70	21,80	23,36	29,83	17,21	28,58	1,10	2,53	0,76	2,11	2009,39	-0,53	1,57	1,65
54	2	15	44,70	48,43	26,01	75,08	100,34	86,87	169,91	26,06	75,10	101,13	86,91	169,77	25,96	23,34	80,93	84,88	11,15	12,72	72,19	72,61	72,14	69,91	90,66	92,45	120,79	124,71	9,50	4,96	4,88	5,09	4,93	8,75	5,20	18,63	1,67	2,60	25,14	3,24	424,34	2205,26	256,47	1365,90	2,03	4,71	36,72	4,39	9,13	6,87	29,35	18,68	20,20	22,30	20,77	29,02	18,82	28,43	1,09	2,91	0,80	2,40	2009,39	-0,50	2,43	2,78
55	1	15	45,77	49,46	26,87	90,12	99,44	96,47	183,13	26,86	90,11	99,42	96,56	183,17	33,81	30,03	90,67	93,21	8,43	8,75	78,83	79,53	69,80	67,27	97,80	98,82	130,54	132,20	9,49	5,34	5,17	5,28	5,24	8,41	7,13	22,68	2,05	3,52	22,53	2,65	595,54	3196,08	260,62	1521,50	 	4,55	27,92	1,75	3,97	3,33	30,21	18,59	18,49	21,68	23,17	30,12	17,00	28,92	1,05	2,37	0,71	2,01	2009,39	-0,56	1,35	1,68
55	2	15	45,73	49,46	26,24	75,55	100,86	87,82	169,70	26,09	75,09	101,11	87,17	169,64	28,39	24,83	80,49	84,52	12,03	13,05	72,86	72,79	72,04	69,45	91,35	92,56	121,67	124,84	11,66	5,03	4,94	5,17	4,93	9,47	5,90	19,54	2,08	2,81	24,94	3,20	422,72	2178,01	254,72	1337,99	2,08	6,10	38,46	4,56	7,87	7,32	29,31	18,78	20,13	22,32	20,66	28,98	18,80	28,34	1,13	2,87	0,80	2,19	2009,38	-0,54	2,57	2,33
56	1	15	46,70	50,47	26,88	90,26	99,58	96,81	183,21	26,83	90,03	99,54	96,96	183,18	32,95	29,99	90,52	93,03	8,48	9,94	79,07	79,61	69,92	67,63	97,93	98,94	130,61	132,39	10,29	5,38	5,24	5,28	5,30	8,14	7,64	24,05	3,36	5,04	22,46	2,64	640,81	3364,31	261,75	1469,03	 	5,42	28,48	2,45	3,90	3,47	30,17	18,52	18,44	21,74	23,15	30,04	17,09	28,87	1,07	2,38	0,76	2,01	2009,39	-0,58	1,49	1,78
56	2	15	46,72	50,41	26,21	75,29	100,62	87,73	169,55	26,22	75,16	101,17	87,51	169,38	28,93	27,52	78,34	84,26	11,56	13,26	73,35	73,38	71,81	69,23	92,12	93,52	122,96	126,59	11,03	5,12	4,92	5,25	4,98	8,39	6,64	21,35	1,94	3,15	25,29	3,27	444,01	2291,95	252,10	1332,41	2,07	6,55	39,70	4,14	8,85	6,33	29,34	18,64	19,98	22,19	20,56	29,21	18,73	28,33	1,13	2,77	0,88	2,29	2009,36	-0,57	2,34	2,11
57	1	15	47,74	51,46	26,97	90,45	99,66	97,30	183,10	26,90	90,10	99,43	97,35	182,99	32,93	31,49	90,35	91,55	9,14	10,46	79,10	79,73	69,57	67,42	97,96	99,07	130,60	132,67	10,08	5,37	5,25	5,26	5,32	8,64	8,12	22,47	3,62	5,23	22,95	2,75	617,31	3281,43	262,95	1509,66	 	5,98	28,10	2,96	4,42	3,18	30,00	18,55	18,58	21,65	22,90	30,00	17,16	28,86	1,07	2,37	0,77	2,01	2009,38	-0,55	1,48	1,88
57	2	15	47,80	51,46	26,29	75,36	100,60	87,98	169,32	26,30	75,16	101,24	87,79	169,09	30,16	27,49	79,92	84,08	10,80	12,48	73,66	73,47	72,28	69,67	92,54	93,73	123,60	126,93	11,56	5,18	4,93	5,30	4,98	8,19	6,54	21,16	2,34	3,43	25,48	3,32	431,97	2225,86	253,22	1332,08	2,10	6,92	41,02	3,60	8,51	6,72	29,27	18,67	20,10	22,17	20,33	29,27	18,77	28,35	1,14	2,78	0,91	2,19	2009,48	-0,59	2,56	2,41
58	1	15	48,67	52,45	26,89	90,03	99,37	97,00	182,89	26,80	89,62	99,31	97,14	182,80	32,07	28,63	90,41	91,43	9,59	9,24	79,45	80,26	70,17	68,04	98,33	99,74	130,90	133,26	11,83	5,35	5,28	5,27	5,31	9,07	8,50	22,88	3,42	5,25	22,84	2,73	565,66	3008,48	249,06	1425,46	 	5,79	27,85	1,56	3,06	3,59	30,09	18,54	18,43	21,50	22,72	30,22	17,04	28,96	1,10	2,30	0,74	1,86	2009,36	-0,50	1,30	1,12
58	2	15	48,61	52,37	26,16	74,71	100,21	87,88	168,96	26,14	74,43	100,87	87,72	168,74	32,30	30,59	79,01	82,70	11,45	14,84	73,29	73,32	71,84	69,87	92,21	93,50	123,40	126,75	14,14	5,21	4,96	5,38	5,01	7,86	7,33	22,32	2,41	3,74	25,67	3,36	441,80	2272,01	251,07	1318,34	2,09	8,42	39,42	4,52	9,27	7,10	29,25	18,43	19,86	22,07	20,24	29,31	18,54	28,36	1,15	2,58	0,87	2,13	2009,34	-0,58	2,18	2,41
59	1	15	49,45	53,37	26,99	89,98	99,56	97,50	182,51	26,84	89,40	99,28	97,49	182,43	33,47	31,84	90,01	90,97	10,84	12,06	79,64	80,31	70,35	67,82	98,79	99,96	131,91	133,72	15,08	5,39	5,28	5,28	5,33	7,67	9,27	24,86	3,83	5,79	23,19	2,79	638,51	3354,99	269,19	1508,41	 	6,23	29,14	2,27	3,61	4,47	30,05	18,41	18,44	21,45	22,58	29,94	17,12	28,96	1,11	2,33	0,81	1,99	2009,27	-0,52	1,45	1,82
59	2	15	49,40	53,31	26,16	74,72	100,63	88,43	169,06	26,20	74,66	101,04	88,29	168,89	34,59	32,51	79,26	82,32	11,76	13,21	73,66	73,58	72,11	69,89	92,72	93,88	123,97	127,30	13,41	5,31	4,97	5,45	5,04	8,57	7,75	22,55	2,40	4,06	25,83	3,40	468,46	2388,11	257,74	1334,51	2,14	8,65	44,14	5,11	9,13	6,96	29,18	18,60	19,99	22,08	20,12	29,17	18,78	28,50	1,22	2,64	0,94	2,12	2009,26	-0,57	2,23	2,61
60	1	15	50,18	54,21	26,89	89,60	99,46	97,46	182,53	26,58	88,45	99,02	96,85	182,43	33,01	32,25	89,38	90,37	9,04	9,80	79,84	79,81	69,64	67,14	98,84	99,63	131,63	133,77	14,02	5,37	5,33	5,26	5,43	7,28	9,20	21,46	4,97	6,94	23,55	2,89	670,11	3514,61	260,54	1466,76	 	5,19	28,62	2,77	4,14	3,05	29,93	18,54	18,37	21,44	22,27	30,04	17,24	28,95	1,09	2,31	0,81	2,00	2009,08	-0,55	1,65	1,80
60	2	15	50,15	54,19	26,22	74,63	100,72	88,63	168,73	26,30	74,55	101,04	88,41	168,44	33,93	32,15	79,25	81,01	12,33	14,11	73,64	73,33	71,89	70,15	92,56	93,70	123,70	127,31	15,62	5,40	4,99	5,52	5,04	8,08	7,85	22,05	2,25	3,90	26,26	3,49	484,23	2472,42	269,38	1398,13	2,17	9,89	44,16	4,32	9,36	5,53	29,20	18,57	19,97	22,13	20,05	29,29	18,77	28,31	1,14	2,58	0,87	2,08	2009,12	-0,51	2,26	2,37
61	1	14	51,10	55,21	26,74	88,97	99,34	97,21	182,35	26,67	88,60	99,00	97,03	182,18	33,29	32,60	89,53	90,35	9,55	10,83	79,42	79,61	69,49	67,77	98,43	99,53	131,47	133,62	12,03	5,37	5,30	5,23	5,37	7,53	9,46	20,10	4,41	6,95	23,63	2,89	625,90	3276,92	269,72	1496,01	 	6,80	29,94	2,32	4,76	3,31	29,84	18,72	18,62	21,60	22,19	29,88	17,41	28,96	1,09	2,25	0,84	1,87	2008,89	-0,45	1,51	1,21
61	2	15	51,10	55,18	26,19	74,61	100,54	88,64	168,77	26,21	74,36	100,97	88,35	168,43	35,84	34,49	75,20	77,35	11,95	13,22	74,03	73,59	72,06	69,85	93,45	94,33	125,49	128,51	16,79	5,43	5,00	5,57	5,03	7,20	7,84	20,03	2,28	3,87	26,83	3,62	431,05	2201,67	264,78	1370,33	2,27	13,50	45,76	4,51	8,92	6,41	29,19	18,45	20,03	21,95	19,77	29,42	18,78	28,42	1,23	2,53	0,95	2,04	2008,89	-0,46	2,54	2,50
62	1	11	52,13	56,20	26,90	88,93	99,51	97,52	181,76	26,85	88,56	99,16	97,58	181,55	33,45	31,23	88,59	88,01	9,31	10,67	79,95	80,20	70,02	68,31	98,87	99,80	131,84	133,70	15,55	5,37	5,30	5,27	5,37	8,21	9,43	20,03	3,65	6,96	23,94	2,98	633,16	3353,33	274,49	1560,01	 	8,40	28,42	2,65	4,16	3,99	30,00	18,43	18,28	21,51	22,20	30,14	17,32	29,10	1,14	2,18	0,80	1,77	2008,66	-0,42	1,52	1,59
62	2	15	52,18	56,19	26,20	74,43	100,85	88,75	168,63	26,22	74,22	101,01	88,31	168,30	35,99	37,34	78,87	76,93	12,05	12,81	73,91	73,62	71,55	70,14	93,09	94,63	124,81	129,35	16,88	5,49	4,99	5,58	5,05	7,70	8,40	20,05	2,74	4,32	26,95	3,62	432,99	2211,76	265,72	1375,43	2,31	13,14	44,42	4,47	9,05	5,73	29,04	18,39	20,15	21,94	19,85	29,24	18,90	28,37	1,19	2,35	0,87	1,79	2008,75	-0,49	2,36	2,08
63	1	10	53,45	57,39	26,86	88,99	99,56	97,55	181,96	26,66	88,29	99,18	97,47	181,90	33,27	30,79	88,48	87,46	10,12	11,24	79,35	79,16	68,78	66,38	98,61	99,52	131,79	134,47	16,42	5,38	5,35	5,20	5,41	6,19	9,97	20,74	5,62	8,18	24,17	3,02	533,20	2785,36	274,04	1489,56	 	7,12	30,95	3,52	4,64	3,67	29,85	18,43	18,80	21,31	21,98	30,02	17,46	29,05	1,07	2,12	0,83	1,71	2008,95	-0,55	1,05	1,28
63	2	14	53,39	57,28	26,17	74,17	100,90	88,78	168,39	26,28	74,19	101,10	88,68	168,03	39,01	38,33	76,08	74,85	11,44	13,18	73,68	73,34	71,50	69,85	93,25	94,60	125,44	129,90	18,66	5,59	5,02	5,59	5,07	7,73	8,43	20,39	2,12	4,81	27,27	3,71	474,41	2390,58	294,85	1492,81	2,31	14,81	47,01	4,01	8,53	6,46	29,01	18,52	20,16	21,90	19,87	29,24	19,06	28,34	1,22	2,19	0,93	1,76	2009,00	-0,56	2,46	2,22
64	1	8	54,91	58,53	26,92	89,05	99,38	97,79	181,83	26,83	88,77	99,55	97,71	181,87	36,43	35,68	86,92	85,61	8,03	8,76	79,83	79,51	69,00	67,34	99,16	99,89	132,37	134,91	19,21	5,39	5,35	5,22	5,36	5,48	9,80	18,46	5,37	7,93	24,25	3,04	536,92	2828,89	260,97	1449,15	 	9,93	22,95	3,23	3,27	3,65	29,97	18,13	18,28	21,11	22,00	30,24	17,11	29,19	1,07	1,91	0,76	1,41	2009,43	-0,54	1,02	1,23
64	2	12	54,84	58,45	26,30	74,36	101,00	89,23	168,13	26,33	74,00	101,28	88,91	167,68	39,35	38,75	73,97	72,58	11,36	12,58	73,61	73,84	71,36	70,20	93,38	95,15	125,82	130,49	19,11	5,71	5,07	5,66	5,09	8,02	8,04	16,85	4,20	5,97	27,28	3,71	453,02	2283,80	293,65	1486,91	2,36	16,18	45,12	4,72	6,85	5,52	28,92	18,45	20,20	21,74	19,72	29,23	18,88	28,45	1,22	2,18	0,88	1,70	2009,45	-0,55	2,45	2,47
65	1	8	56,01	59,55	27,07	89,19	99,44	98,61	181,48	26,84	88,16	98,94	98,12	181,18	37,30	35,92	87,41	84,80	10,88	13,64	79,55	79,13	69,13	66,95	99,04	100,06	132,27	135,56	20,23	5,39	5,41	5,21	5,42	6,90	11,51	14,94	6,93	9,28	24,61	3,12	530,05	2814,40	279,37	1561,00	 	11,29	21,95	4,83	6,59	2,50	29,81	18,37	18,39	21,25	21,81	30,11	17,32	29,28	1,15	1,80	0,77	1,47	2009,49	-0,56	1,16	2,27
65	2	12	56,03	59,49	26,44	74,16	101,02	89,32	167,51	26,29	73,59	101,25	88,97	167,33	45,30	47,41	69,10	66,32	11,93	12,77	73,68	73,20	70,98	69,71	93,65	94,82	126,48	130,26	20,36	5,76	5,08	5,68	5,09	7,99	8,56	17,82	4,66	6,37	27,39	3,74	394,85	1998,72	283,42	1441,56	2,39	19,26	56,90	4,81	8,15	7,16	28,81	18,54	20,39	21,65	19,46	29,10	19,14	28,38	1,21	2,06	0,88	1,55	2009,66	-0,64	2,36	2,00
66	1	8	57,08	60,55	26,82	87,95	99,20	97,91	181,02	26,62	87,24	98,93	97,56	180,97	38,06	38,05	81,80	79,01	11,33	10,04	79,73	78,89	68,63	66,59	99,18	99,79	132,49	135,37	22,13	5,35	5,36	5,12	5,42	5,79	11,62	18,25	5,87	8,22	24,01	3,00	502,74	2630,27	277,48	1504,00	 	12,03	23,91	2,64	4,22	5,10	29,74	18,71	18,78	21,09	21,56	30,01	17,63	29,30	1,20	1,70	0,72	1,45	2009,60	-0,63	1,44	1,50
66	2	11	57,04	60,53	26,10	73,32	100,63	88,83	167,65	26,13	73,11	100,82	88,82	167,35	48,07	47,30	69,39	61,21	11,90	13,18	73,56	73,44	71,28	70,22	93,97	95,76	127,37	132,37	20,29	5,75	5,13	5,61	5,17	8,04	8,81	14,78	5,36	7,00	27,49	3,76	382,22	1919,73	278,07	1398,99	2,35	20,84	43,28	3,83	7,38	6,00	28,78	18,62	20,41	21,68	19,24	29,34	19,26	28,19	1,12	1,86	0,93	1,50	2009,61	-0,67	2,21	1,85
67	1	8	58,19	61,59	26,99	88,38	99,17	98,24	180,93	26,91	87,96	99,21	98,08	180,74	39,33	38,87	79,97	72,57	9,97	11,86	79,49	79,22	68,98	66,93	99,27	100,40	132,85	136,27	26,22	5,38	5,46	5,14	5,45	7,22	12,17	16,24	9,18	11,70	24,66	3,13	504,97	2658,37	294,68	1606,94	 	10,86	29,73	2,73	4,40	3,98	29,68	18,52	18,47	20,91	21,35	29,93	17,38	29,33	1,16	1,71	0,82	1,25	2009,60	-0,61	1,17	1,13
67	2	11	58,08	61,53	26,52	74,17	101,30	89,82	167,27	26,50	74,03	101,47	89,69	167,15	48,35	49,21	64,00	53,42	10,99	13,86	73,45	73,65	70,63	69,56	93,85	95,98	127,24	133,23	23,56	5,78	5,09	5,66	5,14	8,03	9,25	16,23	4,60	6,81	27,63	3,77	408,07	2080,70	290,17	1491,20	2,38	22,64	43,18	4,84	8,12	7,29	28,76	18,75	20,46	21,62	19,32	29,10	19,20	28,34	1,20	1,79	0,86	1,43	2009,57	-0,60	2,39	2,33
68	1	8	59,04	62,46	26,99	87,93	99,17	98,21	180,50	26,89	87,44	98,97	97,94	180,31	41,30	41,25	75,03	65,99	12,41	13,59	79,48	78,94	68,86	67,25	99,05	100,51	132,47	136,88	26,51	5,33	5,45	5,19	5,49	6,65	12,88	16,99	7,72	10,49	24,43	3,11	518,27	2717,87	300,51	1629,06	 	13,65	22,50	3,14	6,39	2,77	29,74	18,60	18,66	21,18	21,62	30,13	17,57	29,15	1,20	1,57	0,81	1,20	2009,60	-0,55	1,13	1,17
68	2	11	58,98	62,43	26,63	73,97	101,42	90,26	166,69	26,60	73,66	101,69	89,77	166,43	52,32	52,67	59,63	42,55	10,70	12,92	73,41	73,14	71,26	70,83	94,08	95,86	128,01	133,27	26,72	5,75	5,16	5,62	5,18	7,40	8,73	14,49	4,94	7,38	27,86	3,84	426,65	2175,64	305,03	1567,54	2,35	23,26	37,93	4,45	6,99	6,45	28,67	18,61	20,32	21,54	19,26	29,24	19,18	28,32	1,21	1,67	0,89	1,20	2009,52	-0,61	1,60	1,43
69	1	7	60,12	63,55	27,23	88,30	99,52	99,06	180,02	27,19	88,01	99,57	99,30	179,92	41,71	42,12	67,67	49,91	12,45	13,54	79,44	78,60	68,84	67,22	99,71	100,35	133,95	137,31	29,79	5,30	5,51	5,03	5,54	5,79	13,02	13,78	8,97	11,83	24,63	3,16	479,88	2508,22	308,67	1652,17	 	15,39	30,61	3,31	2,74	2,12	29,80	18,55	18,52	20,95	21,41	30,16	17,45	29,35	1,15	1,50	0,74	1,03	2009,67	-0,61	1,41	0,94
69	2	11	60,02	63,54	26,32	73,32	101,08	89,47	166,93	26,42	73,22	101,50	89,59	166,50	54,22	54,52	53,75	34,20	12,02	12,46	72,86	73,31	70,69	70,67	93,84	96,66	128,05	135,14	25,79	5,77	5,16	5,61	5,18	6,72	8,13	12,80	5,83	8,93	27,78	3,83	407,41	2035,63	309,82	1547,70	2,38	25,15	49,23	3,05	6,19	6,10	28,67	18,51	20,11	21,42	19,11	29,17	19,35	28,42	1,16	1,57	0,87	1,00	2009,64	-0,61	1,61	1,09
