ZIPCODE	GENDER_FEMALE	GENDER_MALE	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	HEIGHT_T1	WAIST_T1	BMI_T2	WEIGHT_T2	HIP_T2	HEIGHT_T2	WAIST_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
9213	58,93	41,07	1	9	48,29	53,97	25,23	77,64	99,22	175,24	89,72	25,60	78,96	99,49	175,49	90,42	18,18	21,43	69,33	70,24	8,26	13,10	73,09	73,63	69,53	67,08	92,67	94,34	125,94	129,21	7,21	5,22	4,92	5,34	5,05	4,59	5,69	12,26	1,83	2,75	25,95	3,44	498,13	2631,19	293,66	1608,86	2,19	9,82	32,00	4,88	8,64	10,98	29,78	18,43	19,41	22,15	21,37	29,42	18,04	28,82	0,88	2,13	0,89	2,00	2008,36	2,04	1,44	1,19
9215	59,26	40,74	1	8	42,07	46,88	25,36	75,91	98,18	172,28	88,43	25,38	77,04	99,07	173,89	88,27	31,25	29,73	52,63	72,97	10,64	21,62	74,72	73,92	71,78	66,92	93,78	94,24	126,31	128,20	20,41	4,52	5,19	4,80	5,00	6,38	6,91	10,42	3,77	3,77	23,32	2,79	721,61	3642,89	263,42	1351,97	1,92	7,55	26,92	12,82	13,51	7,69	28,29	18,90	20,12	23,27	21,12	28,83	18,86	27,73	0,70	2,47	0,78	2,32	2007,33	 	0,89	3,39
9216	58,85	41,15	2	8	42,16	46,39	26,20	79,80	98,04	174,20	89,72	26,31	79,95	100,65	174,17	90,55	36,90	34,73	79,44	81,93	7,20	12,50	73,35	73,17	70,51	68,40	92,67	93,48	125,10	126,41	10,12	5,07	4,94	5,04	4,99	4,80	4,70	19,83	1,98	3,19	23,19	2,83	405,99	2093,97	254,38	1335,92	2,27	9,62	28,23	1,45	5,19	7,25	29,28	18,56	20,62	22,36	22,55	29,22	18,46	28,06	1,03	2,27	0,77	2,20	2009,85	-0,30	1,27	1,16
9217	62,64	37,36	1	8	41,56	44,70	25,27	76,75	96,10	173,82	86,90	25,14	76,71	99,02	174,42	87,53	24,42	29,09	80,23	85,45	5,81	9,09	70,11	70,94	70,47	68,73	88,70	90,41	118,75	121,83	2,22	5,31	4,83	5,18	4,78	6,98	6,54	26,83	0,00	1,15	23,22	2,90	677,58	3398,24	251,37	1267,18	2,15	3,30	36,17	2,13	6,38	4,26	29,56	19,59	19,63	21,71	21,68	29,33	18,20	29,33	0,99	2,35	0,71	1,82	2009,96	-0,09	1,16	1,56
9218	59,04	40,96	2	8	42,80	46,08	25,01	75,91	96,26	173,41	87,25	24,87	75,79	98,39	173,98	86,26	34,14	24,86	72,92	75,14	7,26	13,22	72,20	71,80	71,31	68,85	91,38	92,23	122,40	125,55	9,85	4,86	4,95	4,91	4,89	6,45	4,55	18,93	3,00	3,75	23,70	2,90	577,17	2993,21	243,68	1325,76	2,24	5,17	34,40	4,67	4,76	6,67	29,73	18,57	19,94	21,93	21,78	29,70	18,43	28,94	0,92	2,12	0,72	1,95	2009,68	-0,28	1,73	1,24
9221	56,65	43,35	2	8	42,91	48,64	25,79	78,00	99,29	173,26	89,15	26,20	79,18	100,33	173,59	90,25	28,83	28,85	71,92	73,55	12,22	11,54	73,37	73,54	71,44	68,69	93,19	94,19	126,01	128,47	10,92	4,91	5,06	5,08	5,15	8,22	4,44	18,81	1,33	3,54	24,57	3,09	541,32	2830,29	266,37	1455,55	2,04	6,44	39,66	1,47	3,65	2,88	29,60	18,61	19,87	21,88	22,10	28,94	18,16	28,63	0,97	2,36	0,65	1,86	2007,63	-0,09	1,36	1,22
9222	57,95	42,05	1	8	42,47	47,61	25,76	78,28	98,84	173,59	89,06	26,13	79,70	100,19	174,54	90,19	44,51	37,68	70,97	69,85	11,30	14,49	72,55	72,65	70,08	68,54	91,84	93,05	124,01	126,74	11,70	4,96	4,97	5,04	4,97	8,05	6,28	20,47	1,60	3,74	23,10	2,81	596,82	3108,88	250,99	1379,73	2,25	8,25	30,61	3,28	9,24	7,44	29,18	18,86	20,03	22,52	22,32	29,23	18,49	28,02	1,08	1,93	0,84	1,93	2008,24	-0,36	1,29	0,78
9223	53,55	46,45	1	8	42,02	47,44	26,18	78,48	98,56	172,80	90,22	26,80	80,54	100,63	173,41	91,50	43,54	41,18	71,30	71,57	15,75	10,58	73,16	73,43	70,22	68,84	93,02	94,67	126,22	129,19	10,74	5,04	4,92	5,07	5,01	8,33	6,61	27,14	2,68	4,03	22,46	2,70	740,54	3773,92	248,48	1313,65	1,99	7,74	35,19	5,49	11,24	8,79	29,40	19,13	19,64	21,76	22,45	29,49	17,95	28,60	0,98	1,95	0,81	1,72	2008,01	-0,69	1,85	3,07
9231	56,77	43,23	6	8	43,48	47,72	26,08	79,01	98,12	173,53	90,25	26,13	79,61	100,12	174,24	90,85	41,44	39,17	69,97	72,57	12,15	13,53	73,03	72,93	70,85	67,19	92,75	93,41	125,42	126,86	11,08	5,07	5,01	5,11	5,01	9,15	5,91	20,72	3,23	4,03	23,12	2,78	600,06	3120,31	261,13	1425,65	2,01	8,78	35,34	4,58	7,31	3,92	29,26	19,52	20,33	22,28	22,12	29,04	18,81	28,34	0,98	2,36	0,79	2,11	2009,83	-1,55	2,67	2,48
9233	57,83	42,17	1	8	41,33	45,91	25,86	77,12	97,20	171,69	88,50	26,41	78,70	99,42	172,01	89,25	48,05	44,76	72,65	71,03	14,47	13,89	73,17	73,45	71,19	69,24	92,77	94,28	125,19	128,78	7,01	5,03	4,94	5,01	5,01	5,92	7,27	24,32	1,85	3,70	22,69	2,61	665,61	3311,81	248,78	1227,63	2,01	6,63	24,42	3,26	8,70	8,60	29,25	18,93	19,39	22,34	21,81	28,88	18,05	28,55	1,31	2,16	0,95	1,95	2008,46	-0,49	2,25	3,15
9241	56,30	43,70	3	8	40,82	45,88	25,15	76,75	97,03	174,15	87,73	25,53	78,53	99,69	175,19	89,82	32,27	33,03	74,11	80,28	8,89	10,96	72,11	72,69	71,36	69,45	91,61	93,06	123,74	126,95	11,62	4,89	4,98	4,97	5,05	6,35	6,11	24,10	3,00	3,60	22,91	2,75	589,85	2999,88	208,73	1094,27	2,00	3,83	32,64	1,50	8,63	4,00	29,08	18,54	20,19	21,87	21,53	28,58	18,50	28,53	1,01	2,61	0,71	2,32	2009,89	-0,61	2,17	1,75
9243	54,19	45,81	3	8	43,67	48,96	25,41	78,60	98,12	175,03	88,59	25,86	79,76	100,20	175,16	90,26	28,26	28,21	76,66	80,85	5,63	9,79	73,34	74,33	69,69	66,58	92,78	94,83	125,09	129,12	7,98	5,10	4,91	5,25	4,95	3,45	6,01	19,03	1,55	2,79	23,56	2,92	591,33	3047,95	247,14	1327,00	2,01	7,51	28,42	4,57	7,48	3,67	29,65	18,79	20,18	21,94	22,14	29,29	18,48	28,49	0,93	2,40	0,73	2,04	2009,93	-0,25	1,83	2,26
9244	56,24	43,76	5	8	44,27	49,61	24,81	76,34	97,72	174,74	87,83	25,18	77,71	98,64	175,37	88,40	22,86	23,25	73,42	73,63	7,01	10,70	72,57	73,01	71,67	69,61	91,91	92,98	123,81	126,25	7,50	4,99	5,01	5,08	5,09	6,02	6,15	16,19	2,66	4,55	24,62	3,14	561,17	2933,20	273,82	1496,46	1,95	5,43	31,34	1,89	3,23	3,74	29,64	18,21	19,39	22,31	22,10	29,13	18,34	28,36	0,93	2,22	0,81	1,98	2007,88	0,52	1,49	1,62
9245	58,03	41,97	2	8	40,90	46,18	24,91	75,05	97,29	172,92	87,76	25,46	77,44	98,31	174,28	88,32	24,00	28,28	63,55	78,28	11,20	8,59	71,91	72,63	72,45	68,33	92,03	93,01	125,19	126,73	4,26	5,00	4,93	5,02	5,09	8,03	5,24	18,72	0,77	3,45	24,00	2,99	606,09	3076,71	219,52	1143,89	1,99	4,78	36,76	2,70	6,01	4,89	29,40	18,33	19,76	21,96	21,47	28,90	18,41	28,58	0,89	2,16	0,60	1,92	2007,46	-0,13	1,08	0,88
9247	57,13	42,87	9	8	42,37	47,01	25,55	77,88	98,12	174,21	89,13	25,91	78,85	99,79	174,25	90,21	32,00	32,68	75,27	79,38	7,57	9,69	72,66	72,99	70,96	68,78	92,00	93,00	124,01	125,94	10,59	5,00	5,01	5,04	5,03	6,33	5,16	18,41	2,02	2,92	23,58	2,89	632,13	3272,65	242,13	1322,63	2,12	7,24	26,97	1,47	4,46	5,35	29,51	18,78	20,11	22,04	21,69	29,53	18,49	28,53	0,89	2,28	0,70	1,92	2009,83	-0,74	1,60	1,53
9248	58,82	41,18	1	8	45,14	48,56	25,94	79,22	98,83	174,66	90,42	25,99	78,84	100,61	174,16	90,59	31,76	23,44	74,12	81,25	7,06	4,69	74,49	74,54	70,49	68,94	93,87	94,18	126,69	126,87	10,59	5,07	4,93	5,12	4,87	10,59	6,50	8,75	0,00	0,00	22,72	2,69	697,17	3432,71	224,38	1068,75	2,37	5,88	20,00	3,51	1,75	3,45	28,90	19,78	20,57	22,70	21,21	29,18	18,84	27,98	1,05	2,60	0,76	1,95	2009,81	-0,88	1,85	2,26
9249	55,62	44,38	1	7	40,09	45,23	25,61	79,22	98,46	175,49	89,43	26,07	80,40	100,33	175,39	90,56	31,29	26,15	71,70	80,92	9,88	11,45	72,09	74,26	72,51	69,69	91,41	94,01	123,36	126,51	7,23	4,98	4,96	5,10	4,94	8,70	4,55	19,48	1,21	1,82	22,40	2,58	628,03	3133,64	203,58	1011,36	2,10	5,33	23,23	4,46	6,36	5,36	29,30	19,01	20,64	22,15	21,93	29,29	18,53	28,11	0,97	2,42	0,73	1,93	2009,83	-0,27	2,12	2,17
9251	62,43	37,57	3	9	48,79	53,25	25,75	77,69	98,27	173,49	89,18	25,82	77,68	99,80	173,27	89,55	34,20	35,94	65,48	60,94	6,73	12,45	73,74	73,68	70,07	68,21	93,69	95,88	127,39	132,55	18,59	5,16	5,08	5,09	5,12	9,38	6,74	15,76	3,93	5,90	25,26	3,27	464,29	2411,47	287,80	1529,02	2,01	10,00	34,38	2,95	5,56	4,62	29,80	18,58	19,86	22,39	22,09	29,36	18,47	28,27	0,96	2,08	0,65	1,58	2009,76	-0,79	1,04	2,24
9254	56,42	43,58	5	8	42,38	45,36	25,69	78,84	100,32	174,87	87,64	25,81	79,78	100,23	175,51	88,70	20,00	23,37	78,36	78,76	9,44	7,37	74,60	74,65	72,80	70,40	94,17	94,94	127,34	129,33	12,69	5,02	4,97	4,94	5,00	7,77	4,77	16,50	2,31	3,08	24,22	3,02	410,31	2200,66	237,23	1335,26	1,96	4,28	33,70	2,02	5,48	4,36	29,78	18,36	19,61	21,94	22,84	29,27	18,10	28,61	1,02	2,58	0,66	1,98	2009,96	0,31	1,38	1,92
9255	56,52	43,48	1	8	42,12	46,27	25,96	79,58	100,48	174,58	88,54	25,70	78,71	99,89	174,78	88,77	21,39	23,64	75,58	81,08	8,14	4,50	73,78	73,93	72,60	69,63	93,62	94,30	126,67	128,61	10,50	5,20	4,92	5,14	4,95	7,60	5,10	18,56	1,67	2,22	23,78	2,90	420,63	2261,43	205,00	1183,28	2,01	3,26	30,43	2,08	4,21	5,21	30,05	18,41	19,51	22,02	22,15	29,55	17,75	28,19	0,96	2,37	0,71	2,05	2010,00	0,70	2,00	3,03
9256	62,50	37,50	1	8	45,63	49,39	25,51	78,02	99,94	174,70	87,00	25,83	78,04	100,15	173,78	88,17	33,04	37,14	75,45	69,57	3,60	2,86	74,67	74,95	71,83	72,37	94,15	95,77	127,25	130,85	8,11	5,05	4,89	5,12	4,94	7,27	4,39	14,81	0,00	0,00	24,86	3,23	476,78	2500,48	245,00	1341,60	2,14	7,14	31,58	3,28	1,67	4,92	29,47	18,23	19,74	22,00	22,64	29,58	18,23	28,80	0,95	2,45	0,90	1,93	2010,00	0,24	0,77	0,46
9257	57,71	42,29	2	8	41,38	44,25	26,67	81,36	99,48	174,44	90,09	26,00	80,11	99,75	175,29	89,38	34,20	33,64	81,25	84,40	9,33	6,42	73,43	73,61	73,33	69,79	93,06	94,03	125,81	127,98	8,81	4,95	5,03	4,84	4,96	8,29	5,89	22,03	3,72	4,26	23,17	2,80	597,94	3060,46	179,76	969,58	1,95	10,00	40,54	1,12	4,49	3,41	29,84	19,20	19,33	22,41	22,37	29,49	18,03	28,20	1,04	2,29	0,68	2,08	2009,90	-0,38	1,48	1,71
9258	59,63	40,37	1	8	43,85	46,81	25,72	77,81	96,55	173,60	89,15	25,66	78,75	99,47	174,97	90,53	33,64	41,79	75,47	79,10	6,60	10,45	73,47	73,60	72,21	70,35	92,56	94,62	124,55	129,83	9,26	5,08	4,94	5,09	4,94	7,55	5,74	23,58	1,83	1,83	23,28	2,93	542,95	2707,30	189,95	942,30	2,30	5,50	20,69	3,17	4,84	4,84	29,58	19,65	20,30	22,00	21,68	29,21	18,28	28,22	0,74	2,02	0,73	1,70	2009,85	0,53	1,08	1,64
9261	57,09	42,91	2	8	42,43	45,68	25,24	76,50	96,37	173,47	87,93	25,17	77,06	98,76	174,59	88,66	28,79	24,20	73,73	79,62	11,41	8,97	72,57	72,93	70,52	67,64	91,93	93,04	123,95	126,07	9,12	4,99	4,92	4,87	4,95	7,22	5,69	20,47	2,53	3,97	23,81	2,96	660,27	3386,49	233,03	1250,29	2,26	4,63	35,51	2,05	7,59	4,14	29,42	18,73	19,60	22,18	21,67	28,87	18,19	27,93	1,06	2,57	0,48	1,94	2009,89	-0,23	1,37	0,71
9262	59,34	40,66	1	8	41,85	46,52	25,54	76,77	97,36	172,90	87,10	25,92	78,38	101,68	173,62	89,84	39,08	39,66	73,49	70,69	10,47	12,07	73,14	73,00	71,89	68,37	92,93	93,71	126,01	128,38	8,99	5,01	5,02	5,15	5,05	5,81	5,89	28,24	4,44	7,78	22,23	2,64	637,13	3251,34	207,62	1103,78	1,92	6,67	28,13	1,96	3,92	1,96	29,08	19,45	20,23	22,44	21,80	29,27	18,23	28,16	0,85	2,54	0,82	1,86	2009,82	-0,12	1,50	0,86
9263	53,18	46,82	2	8	41,15	46,96	25,35	78,27	96,88	175,16	88,44	25,53	79,08	99,90	175,81	90,28	39,86	41,62	79,36	82,66	10,49	6,98	72,62	73,37	71,66	69,05	92,51	93,87	125,24	127,54	7,17	4,94	4,92	5,06	4,91	7,72	5,31	21,38	2,05	3,77	23,05	2,78	602,31	3084,63	195,82	1052,17	2,06	4,35	29,76	1,90	2,56	3,80	29,28	18,92	19,71	21,82	22,52	29,24	18,60	28,26	1,03	2,27	0,89	1,93	2009,97	0,43	1,20	1,34
9264	59,68	40,32	1	7	40,13	44,67	24,04	71,39	93,94	170,99	83,02	24,20	70,60	95,88	170,41	83,70	37,74	38,89	77,36	83,33	1,89	0,00	71,18	72,02	70,82	68,20	90,27	92,51	121,71	126,44	8,77	4,82	4,81	4,80	4,77	5,66	4,73	16,00	0,00	1,69	22,65	2,67	648,59	3280,00	207,27	1073,41	2,13	6,45	30,56	3,13	3,13	0,00	29,20	18,57	19,53	22,66	22,55	28,78	17,91	28,13	0,92	2,22	0,46	1,31	2010,00	-0,12	0,84	0,42
9269	58,47	41,53	3	8	44,04	47,87	25,81	79,01	99,52	174,85	88,96	25,64	78,74	100,46	175,18	88,72	28,57	32,47	76,90	73,58	11,44	10,88	73,41	74,18	70,59	68,60	92,38	94,14	124,21	127,36	10,39	5,09	5,00	5,06	5,03	5,59	5,20	17,36	3,33	5,35	23,89	3,01	504,25	2642,11	255,47	1398,24	2,13	4,49	34,55	2,98	4,19	5,33	29,32	18,46	20,03	21,97	22,45	29,20	18,33	28,58	1,01	2,38	0,78	2,02	2009,96	-0,72	1,31	2,44
9271	59,44	40,56	3	8	43,13	46,70	25,83	78,02	98,93	173,38	88,79	26,25	79,64	100,80	173,96	89,68	41,46	41,40	68,51	69,89	12,18	13,44	74,25	73,27	71,62	69,42	93,70	93,55	126,48	127,27	13,75	5,06	5,02	4,98	5,10	12,62	6,79	20,33	3,50	4,46	23,64	2,91	369,89	1968,72	238,18	1310,20	2,29	8,05	36,22	3,41	9,83	6,25	29,23	19,49	20,05	22,23	22,29	29,00	18,48	27,99	1,06	2,71	0,70	2,20	2009,99	-2,49	1,70	1,34
9281	63,12	36,88	1	8	45,62	48,92	26,41	77,01	97,63	170,39	88,93	26,91	78,26	100,94	170,22	90,68	51,85	56,63	66,67	57,32	9,16	8,43	73,45	73,05	69,16	69,81	92,89	93,93	125,35	127,71	15,33	5,09	5,03	5,05	5,07	6,11	6,64	24,03	5,88	7,35	24,34	3,07	441,42	2299,12	261,47	1399,34	2,38	12,77	66,67	2,90	10,00	7,25	29,80	19,07	19,77	22,04	22,30	29,39	18,39	28,91	1,07	1,85	1,09	1,54	2009,80	-1,58	1,52	2,61
9283	58,21	41,79	1	8	45,42	51,12	26,19	80,41	98,51	174,91	92,10	26,56	81,76	101,02	175,26	94,40	39,69	43,21	66,41	70,37	6,92	11,11	72,89	74,53	69,93	67,00	92,46	95,45	125,44	130,20	18,05	5,21	5,11	5,18	5,22	8,46	8,65	22,83	3,05	4,58	23,19	2,80	488,31	2519,39	205,76	1106,61	2,40	5,97	23,81	0,00	6,49	3,85	29,18	18,05	20,06	21,74	21,67	28,77	18,50	28,43	0,89	1,75	0,69	1,66	2009,85	-0,56	1,09	1,08
9284	67,16	32,84	1	8	44,64	50,27	26,16	79,90	99,38	174,49	90,10	25,92	79,29	100,56	174,37	90,33	40,30	28,21	75,00	82,05	12,12	10,26	74,96	74,62	72,21	68,93	94,82	95,60	128,46	130,71	14,93	4,95	5,04	5,20	4,98	9,09	5,49	17,19	4,62	6,15	24,23	3,08	538,93	2798,93	259,44	1401,47	2,10	5,97	20,00	0,00	3,57	3,33	29,33	18,08	19,62	21,98	21,38	29,36	18,17	28,11	0,94	2,43	0,90	2,67	2009,64	-0,55	1,74	3,38
9285	59,76	40,24	3	8	43,19	46,83	25,91	79,42	98,44	174,93	88,95	26,06	79,16	100,86	174,17	89,41	27,66	30,36	72,00	76,92	8,87	8,93	72,89	72,08	69,80	67,06	92,30	91,80	124,26	124,09	9,09	4,97	4,90	4,98	4,87	10,09	5,15	17,04	1,89	2,83	24,04	2,95	379,93	1937,20	275,50	1415,08	2,21	6,93	33,33	1,03	4,64	7,65	29,28	18,39	20,24	21,83	21,90	29,05	18,49	28,34	0,87	2,46	0,61	1,93	2009,95	-0,73	2,06	1,94
9286	60,92	39,08	1	8	43,05	47,23	26,07	80,53	98,09	175,36	90,57	25,39	77,35	99,05	174,12	88,55	48,28	43,14	77,11	73,08	8,43	11,54	74,60	72,93	71,65	69,65	93,71	93,65	125,94	127,45	10,34	5,01	4,96	5,05	4,87	9,64	7,40	35,80	6,10	6,10	21,25	2,37	354,21	1792,14	178,07	911,43	2,04	8,05	25,64	4,55	6,98	4,65	29,14	20,52	20,61	22,96	22,26	28,96	19,19	27,30	0,99	2,91	0,63	1,75	2010,00	-1,11	2,73	3,33
9287	53,59	46,41	1	8	42,01	45,96	25,88	78,78	97,09	174,24	89,58	26,43	80,32	100,17	174,12	90,61	51,32	47,56	73,68	78,05	14,47	12,20	73,54	75,60	72,71	71,72	93,18	95,49	126,03	129,21	8,55	5,21	4,89	5,19	5,00	8,55	5,65	34,51	1,38	1,38	23,40	2,82	245,01	1315,71	164,85	914,93	2,22	5,88	37,88	6,33	11,39	3,80	29,01	19,44	20,40	22,01	22,41	29,17	18,86	27,97	1,26	2,50	0,91	2,23	2009,95	-2,17	2,45	2,40
9288	55,43	44,57	2	8	42,38	47,47	26,41	80,66	98,64	174,52	91,23	26,58	81,29	100,60	174,52	91,48	38,13	43,26	78,35	76,43	13,67	12,86	73,00	71,97	71,41	66,87	92,33	92,60	124,33	126,65	7,39	5,06	5,00	5,16	5,14	11,72	6,31	26,10	3,20	4,80	22,08	2,53	553,50	2892,21	208,26	1165,98	2,06	4,65	26,72	5,51	11,11	5,51	29,25	19,39	19,85	22,17	22,03	29,12	18,82	28,22	1,12	2,46	0,67	1,73	2009,95	-1,02	1,28	1,13
9289	62,15	37,85	2	7	41,50	46,68	25,52	77,10	96,36	173,25	88,06	25,52	76,27	98,55	172,64	87,59	38,16	43,75	74,50	69,91	8,91	7,96	73,44	71,86	70,34	67,46	92,54	91,85	124,47	123,89	11,96	5,14	4,84	5,21	4,89	11,00	5,59	24,12	0,49	1,46	22,51	2,70	420,41	2204,45	207,38	1139,28	2,47	4,69	28,57	0,95	4,81	2,86	29,07	19,53	21,21	22,24	22,59	29,11	18,81	28,37	0,92	2,26	0,63	1,62	2009,93	-0,93	1,67	1,25
9291	55,56	44,44	5	8	42,57	48,23	25,62	78,67	97,39	174,89	88,76	25,69	79,27	99,68	175,44	89,85	30,58	31,93	75,00	76,28	9,24	9,28	72,48	73,95	70,72	67,65	92,12	94,89	124,28	129,40	11,13	5,01	4,93	5,05	4,96	6,94	6,13	23,40	2,09	2,61	22,71	2,70	614,81	3141,72	215,56	1145,48	2,14	5,41	35,07	1,37	6,51	5,44	29,65	18,76	19,85	22,24	21,99	29,32	18,50	28,69	1,08	2,50	0,75	1,83	2009,96	-1,03	1,63	1,66
9293	55,00	45,00	1	7	40,92	45,81	25,67	78,17	97,52	174,12	88,30	25,79	78,46	99,39	174,54	89,48	33,33	37,14	84,21	88,57	8,77	11,43	73,33	72,60	69,92	64,95	92,15	93,57	123,38	127,67	5,08	4,90	4,94	4,82	4,73	8,77	5,64	18,87	1,75	1,75	24,42	3,09	743,92	3869,17	165,42	976,67	1,88	1,67	22,22	2,94	5,88	8,82	28,53	18,38	19,75	22,00	22,04	29,08	18,57	27,58	1,13	2,65	0,68	1,91	2010,00	-0,99	2,26	2,56
9294	57,84	42,16	1	8	44,32	49,52	25,91	79,94	98,62	175,33	89,15	26,72	81,63	102,40	174,61	91,46	34,31	31,15	78,00	70,49	8,91	8,20	72,35	73,84	69,82	66,42	92,10	95,49	124,55	131,21	9,00	4,99	5,01	5,28	4,97	8,91	5,37	16,16	1,02	2,04	23,37	2,81	640,56	3368,35	218,02	1255,68	2,15	5,88	19,64	0,00	3,77	1,85	29,47	18,63	19,43	21,56	21,47	29,51	17,89	28,56	1,01	2,32	0,68	2,12	2010,00	-0,79	1,84	1,62
9295	53,97	46,03	1	7	40,78	44,50	25,66	77,90	97,31	173,59	88,85	25,25	76,28	97,07	173,37	87,69	37,70	33,33	85,25	78,79	6,56	9,38	70,54	70,51	67,95	66,81	90,13	91,92	122,21	126,95	6,56	5,06	4,83	4,94	4,84	6,56	4,27	24,14	0,00	1,64	22,61	2,61	714,00	3677,31	202,12	1117,88	2,48	4,76	17,14	3,45	3,45	0,00	29,44	18,98	19,21	22,63	23,49	29,52	17,86	27,55	0,79	2,31	0,74	2,13	2010,00	-0,09	0,47	2,26
9298	54,52	45,48	3	8	42,87	46,73	26,06	79,19	98,02	173,96	90,50	26,58	81,04	100,24	174,35	91,58	44,74	40,51	75,47	79,08	9,88	12,82	72,46	73,69	70,46	67,42	92,06	94,66	124,32	129,05	11,34	5,01	5,00	5,03	5,05	11,18	6,47	24,52	1,52	3,66	22,87	2,76	607,62	3111,84	205,70	1102,27	2,30	4,09	38,04	1,76	6,55	2,37	29,78	19,26	19,46	22,16	22,01	29,53	18,31	28,46	1,03	2,31	0,82	2,15	2010,00	-1,07	1,15	1,62
9299	51,85	48,15	1	7	40,52	43,39	26,44	78,42	98,82	172,41	90,25	25,97	77,33	98,20	172,87	88,34	44,30	29,27	83,12	92,68	9,09	2,44	74,81	74,22	73,49	67,36	94,36	94,76	127,56	128,07	10,26	5,19	4,99	5,23	4,81	12,99	6,83	27,27	1,27	1,27	23,07	2,81	369,88	1910,61	154,33	832,88	2,03	6,17	20,93	0,00	0,00	8,57	29,11	18,87	20,69	22,01	22,65	29,89	18,19	27,36	1,09	2,12	0,98	2,10	2010,00	-2,65	1,13	0,00
9301	56,68	43,32	6	9	46,85	51,77	26,40	80,64	99,05	174,44	91,16	26,65	80,75	101,88	174,00	92,08	29,03	27,37	70,81	67,04	9,57	10,47	72,60	73,60	70,42	68,21	92,00	95,73	123,15	130,43	17,17	5,11	5,03	5,11	5,10	10,14	7,15	22,34	3,70	4,87	24,11	3,02	427,79	2247,32	276,35	1490,12	2,05	7,72	31,11	2,91	5,90	6,47	29,67	18,91	19,66	22,15	22,09	29,34	18,20	28,45	1,13	2,44	0,74	2,01	2009,96	-0,91	1,68	2,11
9302	58,12	41,88	3	8	42,88	47,31	24,41	74,97	94,31	174,51	86,14	24,64	75,79	97,69	175,05	87,09	14,49	11,90	82,96	87,06	5,11	8,24	70,82	72,61	69,59	66,76	89,55	93,59	119,40	126,62	10,33	5,07	4,84	5,08	4,88	7,30	4,00	15,19	2,03	2,37	24,96	3,22	375,50	2170,95	304,44	1815,64	2,09	3,57	26,12	0,70	4,17	4,86	30,08	17,88	19,31	22,10	22,31	29,18	17,87	28,38	0,92	2,28	0,76	2,09	2009,95	1,29	1,78	0,74
9311	54,39	45,61	1	8	46,35	51,64	25,57	78,92	97,36	175,58	88,50	26,01	79,78	100,80	175,11	89,81	24,77	26,76	71,03	72,22	9,35	16,67	71,92	72,04	69,87	66,80	91,04	92,76	122,47	126,25	11,40	5,16	4,90	5,11	4,97	0,93	5,02	18,10	0,89	1,80	24,48	3,03	508,86	2624,00	313,38	1646,60	2,18	7,08	34,04	1,64	9,84	9,84	30,60	18,49	19,61	22,12	22,70	30,26	17,26	28,58	0,95	2,34	0,77	2,00	2010,00	-0,57	1,46	1,67
9312	56,45	43,55	1	9	48,20	53,51	25,86	78,99	97,42	174,51	89,51	26,49	80,29	101,21	174,08	92,18	21,95	20,45	66,67	70,11	5,93	7,95	72,69	73,95	69,74	68,42	92,08	95,27	123,64	129,47	13,11	5,17	4,98	5,19	5,07	11,86	7,48	17,65	0,82	3,28	25,88	3,38	549,63	2972,65	322,56	1837,28	1,87	9,68	45,45	0,00	6,76	2,70	29,19	19,58	20,41	22,62	22,29	28,85	18,46	27,96	0,94	2,53	0,62	1,57	2010,00	0,35	3,28	2,32
9321	57,53	42,47	2	9	48,07	53,63	25,58	76,59	96,64	172,64	89,13	25,91	77,61	99,44	172,88	89,97	22,01	25,00	67,51	66,92	9,05	9,77	71,89	70,94	68,83	67,64	91,74	93,08	122,94	127,58	16,67	5,17	4,90	5,26	4,99	10,20	5,74	15,92	0,46	1,85	25,82	3,37	519,93	2772,99	336,96	1858,16	1,95	5,99	47,83	2,59	6,96	2,59	29,39	18,66	19,39	21,98	21,37	28,47	18,19	28,38	1,03	2,49	0,80	1,98	2009,91	0,35	1,70	1,32
