ZIPCODE	GENDER	GROUP_SIZE_CAT	AGE_CAT	AGE_T1	AGE_T2	BMI_T1	WEIGHT_T1	HIP_T1	WAIST_T1	HEIGHT_T1	BMI_T2	WEIGHT_T2	HIP_T2	WAIST_T2	HEIGHT_T2	EDUCATION_LOWER_T1	EDUCATION_LOWER_T2	WORK_T1	WORK_T2	LOW_QUALITY_OF_LIFE_T1	LOW_QUALITY_OF_LIFE_T2	DBP_T1	DBP_T2	HBF_T1	HBF_T2	MAP_T1	MAP_T2	SBP_T1	SBP_T2	HTN_MED_T1	CHO_T1	GLU_T1	CHO_T2	GLU_T2	RESPIRATORY_DISEASE_T1	PACKYEARS	SMOKING	METABOLIC_DISORDER_T1	METABOLIC_DISORDER_T2	LLDS	Quintile_LLDS	MWK_VAL	SCOR_VAL	MWK_NO_VAL	SCOR_NO_VAL	PREGNANCIES	OSTEOARTHRITIS_T1	SLEEP_QUALITY	DIAG_CFS_CDC	DIAG_FIBROMYALGIA_ACR	DIAG_IBS_ROME3	C_SUM_T1	A_SUM_T1	SC_SUM_T1	I_SUM_T1	E_SUM_T1	SD_SUM_T1	V_SUM_T1	D_SUM_T1	LTE_SUM_T1	LDI_SUM_T1	LTE_SUM_T2	LDI_SUM_T2	NSES_YEAR	NSES	MENTAL_DISORDER_T1	MENTAL_DISORDER_T2
8566	1	1	9	47,06	53,70	25,76	84,27	96,92	93,78	180,90	25,92	84,37	98,35	95,43	180,39	45,45	53,85	78,38	71,15	6,67	7,69	75,23	76,70	66,74	64,72	95,53	96,31	130,36	131,15	17,11	5,01	5,23	4,64	5,09	6,67	5,48	12,00	1,35	4,05	21,68	2,41	831,70	4214,47	274,36	1427,80	 	3,90	13,64	0,00	0,00	0,00	29,42	19,08	19,80	22,52	23,70	29,76	17,88	28,20	0,66	2,16	0,61	1,40	2009,90	-0,19	0,38	1,30
8566	2	1	8	44,64	50,00	24,96	70,27	98,02	85,44	167,81	25,33	71,14	98,67	85,13	167,69	31,52	44,62	61,96	76,92	13,04	12,31	70,51	71,90	70,32	68,87	90,21	92,91	121,19	126,97	13,83	5,04	4,91	4,98	4,79	2,17	3,23	13,48	1,09	1,09	24,23	3,16	389,37	1986,43	261,59	1347,52	2,58	8,42	49,06	3,64	9,26	1,82	28,93	18,94	21,23	22,24	20,52	28,88	19,45	28,06	0,80	2,24	0,65	2,44	2009,92	-0,20	2,17	2,04
8567	1	1	8	44,25	49,13	25,59	83,79	97,61	92,49	180,10	26,06	86,56	99,52	94,51	181,84	46,23	40,85	78,43	79,45	7,77	8,22	72,56	74,81	68,11	65,55	93,64	95,86	129,20	132,20	17,92	5,08	5,04	4,95	5,07	5,83	6,48	17,31	1,80	1,80	21,10	2,29	842,33	4415,00	268,60	1546,34	 	4,42	18,03	0,00	0,00	3,23	30,29	18,11	17,98	21,39	23,33	30,93	16,98	28,74	0,94	1,53	0,76	1,31	2009,82	-0,89	1,11	1,14
8567	2	1	8	45,23	50,38	25,25	72,26	99,42	85,81	169,13	25,08	71,59	100,39	85,49	169,05	34,75	34,41	61,59	67,71	7,19	8,42	70,76	72,17	70,06	68,92	89,79	91,03	119,86	122,56	15,49	5,08	4,86	5,15	4,89	13,67	4,88	9,63	3,52	5,67	23,60	2,92	444,93	2272,00	271,94	1407,08	2,38	9,46	38,24	5,62	4,65	9,09	28,59	19,09	21,56	22,64	20,77	28,78	19,28	28,11	0,98	2,15	0,64	1,90	2009,89	-0,92	1,52	0,75
8571	2	1	9	47,21	52,52	24,50	69,93	97,48	84,11	168,67	24,57	70,68	99,26	83,61	169,48	27,12	28,89	66,07	57,78	0,00	6,67	71,75	71,08	67,67	66,06	90,33	91,29	120,46	123,47	11,67	5,19	4,72	5,27	4,73	7,02	2,74	8,62	0,00	1,64	23,82	2,98	361,57	1923,65	275,18	1491,71	2,57	6,56	21,21	2,50	0,00	12,50	29,02	18,42	20,28	22,73	20,55	29,18	18,21	27,36	0,96	1,84	0,64	1,17	2009,93	0,69	1,00	0,42
8574	2	1	7	38,67	42,31	24,92	71,56	99,03	84,63	169,38	24,89	71,64	99,81	83,94	169,77	28,57	28,13	69,39	78,13	8,16	15,63	70,15	71,17	72,52	67,77	88,87	90,80	118,31	122,11	6,12	5,03	4,64	4,90	4,61	10,20	4,85	22,73	0,00	2,04	22,88	2,60	467,07	2377,30	223,77	1160,82	1,74	7,69	37,50	4,00	7,69	11,54	28,17	19,21	21,12	23,23	22,71	28,33	19,09	27,07	1,02	2,58	1,06	2,13	2009,46	-1,27	1,17	1,06
8601	1	1	8	43,85	49,70	24,89	81,82	97,03	91,11	180,20	25,32	84,27	98,22	93,43	182,10	27,72	16,42	41,67	67,65	7,92	8,82	73,73	75,08	71,49	70,70	94,62	96,55	130,11	132,43	14,02	4,96	5,00	4,99	5,13	6,93	12,38	31,18	4,63	4,63	23,65	2,82	481,75	2631,73	249,94	1472,67	 	6,03	35,90	0,00	3,33	1,67	30,21	18,65	17,77	21,99	23,18	29,38	16,89	28,14	1,07	2,05	0,74	1,67	2008,29	0,11	1,31	1,28
8601	2	1	9	45,82	52,39	24,46	69,50	98,48	83,42	168,47	24,56	69,75	98,55	82,47	168,62	38,85	38,30	40,00	55,79	15,83	10,53	71,03	72,04	72,84	70,96	91,24	93,03	123,55	126,89	16,67	5,20	4,94	5,27	4,91	5,80	7,31	26,15	3,45	5,56	25,86	3,33	526,94	2740,68	347,50	1843,48	1,80	10,60	33,33	2,35	3,70	6,02	29,14	19,87	20,10	22,82	21,92	29,41	19,50	27,61	1,12	2,30	0,80	2,03	2008,34	0,10	1,60	3,22
8602	1	1	8	40,28	46,40	25,48	85,36	98,22	92,93	182,25	25,77	87,65	99,81	94,29	184,30	38,57	34,52	50,00	75,00	7,14	17,86	74,18	76,08	71,85	68,08	95,12	96,62	130,62	131,57	6,90	4,91	5,27	5,03	5,13	7,86	6,89	26,61	1,48	4,44	21,26	2,33	680,92	3667,94	320,74	1867,06	 	1,97	35,09	1,41	2,86	5,63	29,33	18,94	18,45	22,62	24,46	29,07	17,91	27,88	1,25	2,92	0,70	2,00	2007,62	-1,19	1,35	1,26
8602	2	2	8	40,19	47,13	25,20	71,76	99,26	83,76	168,74	25,72	73,29	100,89	84,40	168,94	31,82	33,87	54,44	72,36	10,05	12,10	70,63	71,15	74,05	71,29	90,17	90,97	121,33	123,56	13,11	4,91	4,93	5,18	5,19	8,54	5,99	24,73	6,28	7,73	24,27	3,11	560,24	2859,49	347,64	1796,49	1,64	6,94	43,01	3,00	5,05	10,78	29,20	18,91	20,17	23,30	22,14	28,09	19,52	27,63	1,31	3,13	0,91	2,32	2007,74	-1,21	2,53	1,86
8603	1	1	9	45,36	51,64	25,39	83,90	98,01	92,63	181,34	25,90	86,30	99,30	94,46	182,34	26,99	24,32	56,84	67,27	6,79	6,31	76,35	77,03	71,05	68,05	96,30	97,73	131,06	133,23	13,77	5,05	5,12	5,05	5,03	6,17	10,00	19,35	1,78	3,55	22,11	2,63	628,23	3348,01	378,26	2098,15	 	5,75	17,39	1,01	2,06	4,04	30,23	18,08	18,28	22,09	24,20	29,50	17,34	28,07	1,11	1,77	0,94	1,76	2008,20	0,52	0,87	0,16
8603	2	2	9	44,94	49,57	25,21	71,25	99,72	85,09	167,72	25,65	72,96	100,82	85,61	168,69	34,27	31,69	51,89	64,08	7,58	10,56	71,17	72,01	73,88	70,76	90,75	92,48	122,60	125,22	20,44	5,06	5,09	5,15	5,09	9,00	6,19	19,71	4,37	6,11	25,77	3,39	518,32	2606,73	378,53	1907,80	2,06	11,54	37,23	0,78	3,94	6,25	29,82	18,55	19,25	22,52	21,51	29,85	18,53	28,41	0,95	2,32	0,85	2,16	2007,96	0,53	2,00	1,91
8604	1	1	9	46,86	51,79	25,10	82,77	98,06	92,17	180,64	25,14	83,84	98,15	92,88	182,16	24,71	25,00	39,00	59,05	12,50	9,52	74,05	74,47	71,41	68,18	94,60	95,68	129,62	131,82	17,68	4,88	5,18	5,01	5,19	5,99	7,85	13,84	7,22	7,22	23,39	2,89	445,61	2405,54	318,71	1771,01	 	4,79	26,87	4,21	2,11	3,23	30,18	18,14	18,30	21,58	22,84	29,33	17,59	28,46	0,93	1,73	0,74	1,79	2008,46	0,39	0,89	0,49
8604	2	2	9	45,75	51,91	24,64	70,66	98,61	84,41	169,12	24,76	71,27	99,78	84,01	169,77	27,08	24,68	41,54	58,23	10,79	12,58	71,37	71,44	72,53	71,21	90,50	92,73	121,82	127,47	13,78	5,04	4,94	5,14	4,95	7,88	4,33	11,50	2,43	2,43	26,75	3,52	460,88	2418,74	356,99	1899,26	2,14	10,77	31,73	4,70	10,07	6,62	29,45	18,52	19,94	22,15	21,16	29,35	18,89	28,48	0,88	2,03	0,85	1,71	2008,07	0,45	1,30	1,72
8605	1	1	9	48,38	51,98	26,22	85,84	99,71	95,29	180,52	25,98	84,82	98,55	94,18	180,75	40,85	34,88	52,63	65,12	7,35	4,55	75,09	76,12	70,69	67,67	94,85	96,31	129,27	130,49	19,44	5,23	5,18	5,14	5,05	7,35	10,94	23,08	4,41	5,88	22,13	2,58	745,05	3904,87	361,22	1985,69	 	4,05	26,92	2,63	7,89	2,63	30,24	18,76	18,43	21,89	23,57	30,50	17,13	29,07	1,11	2,53	1,09	2,00	2008,05	-1,58	0,00	2,14
8605	2	1	9	46,82	54,01	25,50	72,43	101,09	87,44	168,72	26,33	74,20	102,35	87,85	168,26	42,71	40,98	34,92	50,00	6,19	8,20	70,29	70,03	75,25	72,73	90,96	92,40	124,05	128,58	19,39	5,16	4,94	5,14	5,05	16,49	7,33	18,89	4,26	6,38	25,78	3,38	475,15	2403,66	286,74	1461,63	1,93	22,22	41,67	9,62	2,04	5,66	28,62	19,68	20,48	23,57	22,63	28,44	19,95	27,03	1,31	2,92	0,81	1,71	2008,16	-1,63	2,18	0,58
8606	1	1	9	45,44	52,45	26,54	86,41	99,70	95,94	180,54	26,63	86,99	100,27	97,18	180,70	47,50	43,75	54,17	62,50	20,25	20,83	75,20	75,65	72,62	68,69	95,20	97,08	129,52	133,57	25,93	5,11	5,26	5,15	5,41	10,13	9,67	31,94	10,67	12,00	21,72	2,36	673,75	3554,42	247,67	1424,00	 	8,64	42,31	0,00	0,00	4,65	29,02	19,85	20,15	22,76	24,10	27,97	18,72	27,59	1,36	2,56	0,74	2,11	2008,27	-2,47	1,47	1,13
8606	2	1	9	44,70	50,88	25,72	72,76	100,28	86,90	168,21	25,81	73,16	100,32	86,86	168,52	43,08	35,37	54,05	56,63	8,80	18,07	69,87	70,54	72,93	73,03	89,38	91,56	120,89	126,03	15,79	5,07	5,12	5,10	4,98	10,40	7,10	22,95	6,25	8,59	24,69	3,08	547,75	2848,64	297,72	1598,50	1,67	11,19	47,92	5,97	9,38	13,24	28,95	18,86	19,67	23,16	22,12	28,74	18,87	27,28	1,39	2,52	0,94	2,01	2008,07	-2,45	0,51	0,60
8607	1	2	9	44,41	50,11	25,85	83,48	97,72	93,40	178,57	26,20	85,68	99,17	94,61	180,53	32,20	27,34	52,25	65,00	8,33	10,79	74,32	76,62	72,11	68,98	94,38	96,96	128,04	131,78	18,48	4,97	5,22	4,98	5,30	12,32	10,09	30,57	5,58	9,30	22,65	2,71	652,09	3427,97	307,19	1703,50	 	7,59	34,07	3,23	2,42	2,42	30,58	18,45	18,01	22,18	23,85	30,09	16,78	28,81	0,94	2,08	0,76	2,01	2007,94	-0,41	0,99	2,62
8607	2	2	8	42,81	49,83	24,71	69,92	98,40	83,38	168,00	24,63	69,74	98,75	82,80	168,21	36,96	32,18	47,29	60,92	9,49	10,29	71,32	72,01	73,79	70,76	90,48	92,48	121,96	126,07	12,32	4,92	4,96	5,18	4,94	8,39	5,83	20,46	2,90	3,99	24,64	3,16	461,94	2432,94	324,10	1743,73	1,99	5,14	35,77	2,45	4,91	6,71	29,52	19,05	19,80	22,73	21,83	29,14	18,98	28,33	1,07	2,32	0,90	1,98	2007,76	-0,42	1,37	1,55
8608	1	1	9	44,42	50,21	26,00	83,25	98,10	93,66	178,12	26,28	85,01	99,24	95,15	179,67	46,48	35,23	48,72	70,45	9,15	5,68	74,91	76,24	71,30	69,81	95,66	98,28	131,24	136,12	15,65	4,91	5,32	4,84	5,39	10,64	10,75	30,30	7,64	13,19	21,21	2,32	655,98	3476,79	318,10	1787,39	 	7,24	23,33	0,00	3,53	2,38	29,54	19,07	18,89	21,68	23,86	29,78	17,66	28,35	1,25	2,17	0,93	1,59	2008,08	-1,62	1,19	1,36
8608	2	1	9	45,94	52,22	25,68	71,91	99,62	86,41	167,14	26,13	73,29	101,47	86,87	167,57	49,74	50,00	54,46	55,05	13,74	14,29	72,43	72,82	74,46	71,99	92,89	93,86	126,36	128,80	18,13	5,20	5,02	5,30	5,00	10,44	7,36	24,29	5,85	7,49	24,85	3,20	629,68	3194,25	352,53	1808,51	1,92	13,57	35,71	3,92	10,31	9,80	29,19	18,83	20,19	22,59	21,07	29,21	19,14	27,79	1,27	2,28	1,07	1,83	2008,05	-1,61	2,37	3,94
8621	1	1	7	38,25	44,42	25,08	84,70	98,39	91,42	183,24	25,32	86,02	98,45	91,46	184,26	23,76	19,18	55,17	87,67	4,95	4,17	74,26	75,51	69,64	66,06	94,59	95,40	128,91	129,67	6,80	5,12	4,98	5,22	4,96	5,00	6,66	19,79	0,00	1,96	19,83	2,10	855,46	4511,56	262,08	1544,65	 	2,86	22,95	1,56	1,56	4,69	29,84	18,86	18,67	22,56	24,12	29,46	17,48	28,61	0,78	1,80	0,52	1,64	2006,95	0,18	0,14	1,08
8621	2	1	8	39,17	44,43	24,05	69,77	97,69	83,07	170,22	24,53	70,89	98,80	83,05	170,09	29,75	23,93	66,67	86,44	5,73	8,47	70,02	70,38	71,45	67,48	88,71	90,30	118,42	121,43	6,75	4,85	4,70	5,05	4,66	4,46	4,53	20,81	0,63	0,63	23,48	2,98	470,79	2365,15	248,17	1252,04	1,99	9,04	34,09	0,00	3,06	5,10	28,96	19,01	20,99	23,04	22,69	28,78	19,31	28,16	0,79	2,21	0,76	2,13	2006,99	0,18	1,55	2,23
8625	2	1	9	45,16	50,51	25,40	73,01	100,31	86,39	169,36	25,81	74,02	100,97	87,22	169,18	28,38	32,65	51,43	64,58	9,59	16,00	74,28	75,42	74,30	70,29	93,73	95,29	126,41	129,10	17,57	5,04	5,02	5,06	4,96	6,94	6,34	31,34	4,41	7,35	23,70	2,95	448,91	2323,98	291,64	1537,66	1,84	13,51	39,39	7,50	10,00	5,00	28,73	18,46	19,97	22,58	21,24	27,64	18,85	27,40	0,98	2,17	0,63	1,67	2007,95	0,58	2,39	3,21
8629	1	1	8	42,87	48,10	25,06	84,57	98,03	92,44	183,14	25,48	86,82	99,06	93,23	184,49	27,96	26,76	40,00	83,10	5,38	8,45	75,41	75,90	70,77	68,39	95,78	96,50	130,85	131,89	11,34	5,05	5,16	5,19	5,11	5,38	5,62	21,98	4,12	5,15	22,84	2,88	508,32	2792,56	264,15	1571,73	 	4,04	21,57	1,69	6,90	3,45	30,17	18,01	18,56	21,58	23,40	29,99	17,08	28,73	0,84	1,82	0,53	1,94	2007,05	-0,02	0,92	0,84
8629	2	1	8	40,16	46,83	24,23	69,93	97,69	82,92	170,00	24,44	70,70	98,99	81,54	170,15	28,99	21,15	54,05	83,81	8,76	6,67	70,96	70,77	75,73	69,70	89,82	90,45	119,90	122,05	8,03	4,86	4,85	5,16	4,84	10,22	2,96	12,50	2,13	2,84	26,49	3,54	593,91	3040,55	281,35	1477,75	2,17	5,44	40,00	4,44	4,44	4,44	29,18	17,96	20,44	21,75	21,78	28,81	19,31	28,70	0,82	2,27	0,77	2,04	2007,06	-0,02	0,74	1,09
8651	1	1	8	41,65	47,83	24,89	81,85	96,19	91,17	180,43	25,31	83,92	98,23	91,77	181,82	28,66	30,43	63,04	76,32	5,77	13,04	73,07	75,59	70,52	67,60	93,90	96,32	128,70	131,56	7,98	5,00	5,15	5,19	5,10	7,69	5,86	22,00	1,81	3,61	22,91	2,74	833,12	4427,96	289,77	1711,21	 	6,43	25,26	2,83	3,77	3,81	29,62	18,54	18,40	21,76	23,26	29,58	17,68	28,01	0,87	2,25	0,65	1,96	2007,21	0,37	0,73	1,83
8651	2	2	8	41,96	48,66	24,26	70,30	98,54	82,87	169,98	24,93	72,10	99,51	82,99	169,97	23,04	23,21	46,77	72,62	6,86	7,10	71,21	71,72	73,17	68,41	90,35	91,57	121,32	124,25	9,27	4,94	4,91	5,18	5,01	5,88	3,77	14,36	2,40	2,40	25,29	3,28	488,21	2554,89	278,68	1507,26	1,95	4,69	40,83	1,35	4,76	6,08	28,82	19,29	20,98	22,77	21,32	28,55	19,90	27,84	0,99	2,73	0,94	2,15	2006,99	0,42	1,74	2,29
8701	1	4	9	49,49	54,68	25,57	84,24	98,23	94,25	181,17	25,27	83,48	98,21	93,37	181,50	42,61	40,41	63,33	62,04	8,82	9,39	75,24	76,31	68,66	66,24	95,87	97,55	131,44	134,06	15,61	5,18	5,21	5,07	5,20	8,56	10,82	27,74	5,16	6,90	22,08	2,56	839,72	4388,97	307,41	1727,42	 	8,89	29,55	2,28	3,20	1,83	30,00	19,00	18,53	22,20	23,35	29,81	17,57	28,63	1,07	1,90	0,80	1,49	2009,96	-1,01	1,19	1,25
8701	2	5	9	48,25	53,26	25,50	72,35	99,72	86,79	168,45	25,50	72,24	100,22	86,18	168,33	37,65	40,68	58,10	56,08	12,55	12,75	71,73	72,61	70,92	70,02	91,40	93,57	123,46	128,50	17,71	5,30	4,95	5,46	5,01	8,60	6,64	19,88	4,04	5,06	24,44	3,08	520,85	2613,61	298,18	1500,26	2,10	15,11	42,59	4,20	8,20	6,49	29,04	19,02	20,38	22,62	21,43	28,86	19,27	27,78	1,11	2,43	0,87	1,81	2009,94	-1,01	2,09	2,78
8702	1	1	9	48,54	53,48	25,58	85,60	99,04	94,51	182,50	25,08	83,60	98,39	92,94	182,35	22,97	27,10	74,48	69,16	5,41	5,66	74,70	77,04	67,40	65,45	94,59	96,94	128,58	131,61	14,38	5,15	5,09	5,19	5,10	4,76	7,29	15,65	3,27	4,58	23,06	2,78	584,23	3195,66	277,51	1662,09	 	7,14	26,92	0,00	1,96	1,96	30,49	17,84	18,02	21,28	22,48	31,10	16,43	29,57	0,81	1,64	0,69	1,51	2009,90	1,53	0,68	0,69
8702	2	1	9	46,49	50,65	24,54	70,38	98,50	84,29	169,17	24,42	70,10	98,77	83,10	169,44	24,73	24,26	69,06	68,15	7,61	8,15	71,62	71,99	69,55	65,92	91,23	92,53	123,34	126,48	12,23	5,06	4,95	5,10	4,99	8,15	3,83	8,79	2,11	2,11	25,30	3,31	453,32	2370,20	280,29	1505,03	2,13	13,09	28,87	0,87	2,65	4,35	29,34	17,90	20,04	21,79	20,65	29,72	18,69	28,48	0,84	2,04	0,65	1,71	2009,83	1,53	1,17	1,38
8711	1	2	8	44,19	49,49	25,70	85,73	99,09	93,30	181,94	25,53	85,15	99,16	93,28	182,18	36,65	34,17	79,14	73,11	6,91	5,00	74,91	76,55	68,36	65,15	94,75	96,30	128,90	130,53	11,28	5,17	5,03	5,03	5,05	5,85	6,24	18,48	1,51	4,04	21,82	2,55	908,57	4817,35	290,43	1726,65	 	6,97	28,00	0,00	1,94	1,94	30,29	18,96	19,06	22,06	23,79	30,57	17,09	28,32	1,05	2,02	0,79	1,36	2009,94	-0,42	0,53	0,63
8711	2	2	8	41,74	46,81	24,90	71,40	98,51	84,79	169,10	25,03	72,02	100,02	84,36	169,62	28,46	28,18	67,95	75,56	7,92	5,52	70,53	70,73	70,73	67,95	89,49	90,68	120,04	122,83	12,41	5,06	4,85	5,10	4,82	9,09	3,86	12,60	1,46	1,83	23,81	2,96	551,10	2899,05	307,14	1679,24	2,09	8,21	35,58	3,85	6,49	5,13	29,08	18,88	21,14	22,63	21,74	29,14	19,31	27,88	0,96	2,15	0,66	1,92	2009,89	-0,41	1,45	1,36
8713	2	1	8	42,95	45,95	25,03	71,96	98,96	84,44	169,46	25,32	73,65	100,51	85,13	170,44	34,55	33,33	70,59	66,67	7,69	18,18	69,04	71,82	69,23	66,26	87,65	91,46	117,12	123,85	12,50	5,04	4,91	4,91	4,91	5,77	5,36	23,53	5,66	5,66	24,35	3,06	295,57	1480,00	221,41	1109,24	2,38	5,26	25,00	0,00	0,00	6,67	29,00	18,81	19,58	22,15	21,40	28,85	18,02	27,66	1,04	3,12	0,73	2,58	2010,00	-0,02	1,12	4,01
8715	2	1	8	42,95	48,61	25,59	75,02	100,74	85,93	171,29	26,08	76,26	102,00	87,23	170,92	37,29	38,10	72,41	73,17	10,34	4,76	71,92	71,50	71,23	66,48	90,87	91,80	121,52	124,83	6,78	4,94	4,80	5,17	4,86	8,62	4,14	24,56	0,00	0,00	23,23	2,77	513,58	2549,58	209,16	1027,48	2,31	5,00	43,75	0,00	6,06	13,89	28,37	19,18	21,13	23,02	21,20	28,40	18,69	27,33	1,16	2,44	0,93	1,76	2008,60	-0,25	2,71	1,34
8723	1	1	8	44,41	48,91	25,88	87,56	99,53	93,99	183,90	25,54	85,94	99,32	93,29	183,54	35,92	28,57	82,14	83,13	4,26	9,64	75,82	76,57	67,12	65,10	95,85	96,56	130,94	131,41	13,48	5,19	5,21	5,02	5,08	15,00	6,48	19,55	2,88	3,60	21,77	2,50	339,91	1810,45	264,81	1434,96	 	4,23	25,37	1,39	1,41	5,56	29,83	18,59	19,27	21,89	23,65	30,22	17,20	28,34	1,14	2,00	0,83	1,85	2009,94	-1,23	0,81	2,83
8723	2	1	8	44,02	48,95	25,53	74,59	100,54	86,25	170,95	25,14	73,42	100,44	84,56	170,79	22,98	29,09	75,00	79,09	6,25	3,60	72,48	72,37	69,78	66,81	91,56	92,71	123,20	125,31	12,42	5,08	4,87	5,20	4,87	8,81	4,88	18,13	1,89	1,89	23,73	2,97	329,69	1670,29	246,89	1256,28	2,45	8,07	29,21	1,01	5,05	7,07	28,92	19,20	21,08	22,93	21,21	28,91	19,11	27,63	0,87	2,57	0,75	2,04	2009,98	-1,24	2,04	2,22
8731	1	1	8	41,73	47,12	25,24	84,00	98,35	91,63	182,32	24,94	83,83	98,12	91,39	183,36	25,93	27,27	66,00	75,76	7,55	9,09	72,63	75,39	67,86	65,78	92,89	96,22	127,00	132,37	7,14	5,29	5,11	5,15	5,09	11,54	6,34	32,69	5,36	7,14	22,10	2,67	353,93	1897,16	168,98	972,39	 	7,14	25,00	0,00	0,00	6,06	29,62	18,76	18,53	22,51	24,82	29,29	18,12	27,08	1,37	2,47	0,57	1,53	2009,57	-1,35	1,63	0,48
8731	2	1	8	43,73	48,69	24,86	71,68	99,94	84,35	169,70	25,13	71,89	100,33	84,88	169,14	22,92	28,57	71,11	74,60	7,37	12,70	70,90	71,58	70,83	71,38	90,98	92,68	123,33	127,54	12,50	5,05	4,78	5,14	4,84	8,42	3,78	11,24	2,06	3,09	25,84	3,48	414,99	2201,16	262,31	1437,79	2,30	7,92	39,13	1,64	9,84	9,84	29,05	18,77	21,73	22,68	21,80	28,99	19,30	27,91	1,27	2,64	0,87	2,52	2009,52	-1,34	1,35	1,90
8734	1	1	8	44,38	50,81	26,33	88,13	100,27	94,24	183,00	26,49	89,35	100,68	95,10	183,64	28,00	26,67	78,72	83,33	6,00	3,33	74,79	78,26	69,42	66,61	94,85	98,55	130,23	133,29	7,84	5,11	5,09	5,11	5,25	12,00	6,21	12,50	0,00	4,17	20,26	2,04	325,33	1651,07	293,81	1493,45	 	12,00	28,57	0,00	8,33	0,00	30,89	18,11	19,86	21,39	24,25	29,52	16,39	29,58	0,85	2,13	0,82	1,43	2009,46	-0,08	0,28	1,19
8734	2	1	8	42,01	47,05	24,43	70,84	98,57	84,08	170,32	24,71	71,66	99,69	83,84	170,30	23,38	25,00	74,67	82,69	7,79	5,77	71,68	70,16	71,45	67,67	90,62	89,38	121,41	120,62	6,41	5,05	4,74	5,21	4,76	11,69	3,94	17,81	1,32	2,63	23,54	2,93	251,00	1339,33	175,81	963,39	2,31	2,60	32,26	0,00	0,00	6,25	29,38	18,88	20,68	22,30	22,05	28,58	18,99	28,03	0,99	2,85	0,60	1,96	2009,64	-0,11	1,10	1,62
8754	2	1	8	45,94	50,24	27,15	77,97	103,69	88,96	169,61	26,91	76,95	103,51	88,46	169,52	33,33	38,24	52,94	55,88	19,23	11,76	69,85	71,68	71,60	67,32	89,44	92,78	121,29	127,95	13,46	5,35	4,71	5,35	4,68	15,38	4,69	18,00	3,92	4,00	25,58	3,33	562,73	2909,78	328,27	1737,44	2,12	15,38	0,00	5,88	9,09	11,76	28,87	19,73	20,42	23,42	21,75	29,16	19,09	27,44	1,43	2,90	0,88	2,44	2009,69	-0,91	2,48	1,02
8801	1	2	8	42,62	47,40	26,33	87,74	100,07	93,73	182,46	26,36	87,77	99,62	94,28	182,32	30,45	29,77	78,24	82,31	8,22	7,69	75,32	76,82	71,91	68,72	96,26	97,33	132,35	133,50	13,90	5,16	5,13	5,07	5,21	8,68	8,18	25,60	2,74	4,57	21,55	2,47	673,27	3530,02	277,78	1552,59	 	4,89	34,78	0,74	4,44	3,68	30,08	18,73	18,94	21,91	24,22	30,00	17,00	28,26	1,14	2,20	0,69	1,82	2009,93	-1,05	1,37	1,20
8801	2	3	8	43,11	47,11	25,84	74,67	101,30	84,29	170,08	25,81	74,63	101,59	84,64	170,11	29,88	35,32	72,48	72,56	10,57	16,06	71,71	72,04	73,45	71,15	90,65	92,16	121,81	125,47	12,68	4,95	4,87	5,06	4,92	8,46	5,25	21,63	1,84	3,68	24,31	3,03	381,91	2025,80	253,80	1385,24	1,89	7,62	33,33	3,68	7,89	6,70	29,65	19,30	20,61	22,77	22,19	29,05	18,77	27,93	1,22	2,93	0,81	2,28	2009,96	-1,06	1,26	1,84
8802	1	2	8	43,07	46,18	25,87	86,62	100,27	92,79	182,55	25,79	86,77	99,32	92,74	183,30	26,14	19,61	83,33	87,50	9,13	8,50	76,53	78,40	70,32	68,48	96,58	98,97	131,26	135,12	10,48	5,22	5,09	5,07	5,22	7,88	6,35	18,10	1,63	2,86	22,13	2,56	593,76	3166,83	304,03	1718,17	 	3,57	33,33	0,71	2,84	1,41	30,50	18,42	18,45	21,75	23,75	30,01	16,95	28,99	1,04	2,62	0,60	2,07	2009,97	-0,42	1,66	1,04
8802	2	3	8	41,88	45,10	25,23	72,86	100,50	82,85	169,69	24,96	71,91	99,30	82,26	169,62	22,67	21,46	77,60	83,67	9,19	8,54	71,60	71,89	74,05	73,04	90,17	91,97	120,58	125,07	10,18	4,94	4,77	4,99	4,81	8,67	4,15	16,20	1,60	1,87	24,76	3,14	446,27	2339,88	277,53	1496,22	2,14	6,19	32,00	5,17	6,55	4,31	29,79	18,29	19,98	21,94	21,57	29,35	18,66	28,87	1,00	2,92	0,73	2,28	2009,96	-0,42	1,39	1,60
8804	1	1	7	41,10	43,55	25,74	85,35	98,83	93,34	181,03	26,16	87,76	99,63	95,43	182,58	36,17	40,00	85,11	76,67	6,38	10,00	74,54	75,75	70,34	69,43	94,40	95,35	128,28	128,73	10,42	4,92	5,04	4,86	4,94	4,26	6,32	35,56	2,00	2,00	20,04	2,15	611,73	3213,13	236,38	1336,38	 	2,00	28,57	4,17	8,33	0,00	29,57	18,57	19,21	21,77	22,91	28,82	17,93	28,43	0,96	2,44	1,07	3,10	2009,92	-1,86	0,30	2,10
